review_priority_rank,exercise_id,review_status,score,candidate_image_count,candidate_flags
181,Cable_Hammer_Curls_-_Rope_Attachment,pending,160.775146,8,"['near_duplicate_frames', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
182,Standing_Soleus_And_Achilles_Stretch,pending,157.801514,7,"['large_opaque_pale_region', 'possible_edge_clipping', 'possible_precropped_flat_boundary', 'possible_scale_variation']"
183,Battling_Ropes,pending,156.78833,8,"['possible_edge_clipping', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
184,Smith_Machine_Behind_the_Back_Shrug,pending,156.544189,6,"['possible_edge_clipping', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
185,Ab_Roller,pending,156.281738,8,"['possible_edge_clipping', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
186,Cable_Crossover,pending,156.019287,8,"['possible_edge_clipping', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
187,Elevated_Cable_Rows,pending,155.915527,6,"['possible_edge_clipping', 'possible_position_variation', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
188,Lying_Rear_Delt_Raise,pending,155.817871,7,"['possible_edge_clipping', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
189,Single_Leg_Glute_Bridge,pending,155.292969,5,"['large_opaque_pale_region', 'possible_edge_clipping', 'possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation']"
190,Single-Leg_High_Box_Squat,pending,145.183105,8,"['near_duplicate_frames', 'possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy']"
191,Hanging_Leg_Raise,pending,145.0,4,"['near_duplicate_frames', 'possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy']"
192,Worlds_Greatest_Stretch,pending,143.533936,2,"['large_opaque_pale_region', 'possible_position_variation', 'possible_scale_variation', 'small_canvas_occupancy']"
193,Seated_Two-Arm_Palms-Up_Low-Pulley_Wrist_Curl,pending,142.319336,4,"['near_duplicate_frames', 'suspected_baked_checkerboard']"
194,Double_Kettlebell_Windmill,pending,141.818848,5,"['possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'suspected_baked_checkerboard']"
195,Yoke_Walk,pending,141.763916,5,"['possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'suspected_baked_checkerboard']"
196,Circus_Bell,pending,141.568604,3,"['possible_scale_variation', 'suspected_baked_checkerboard']"
197,Cross_Body_Hammer_Curl,pending,141.513672,2,"['near_duplicate_frames', 'suspected_baked_checkerboard']"
198,One_Leg_Barbell_Squat,pending,141.483154,3,"['possible_scale_variation', 'suspected_baked_checkerboard']"
199,Bodyweight_Squat,pending,141.434326,1,"['possible_scale_variation', 'suspected_baked_checkerboard']"
200,On-Your-Back_Quad_Stretch,pending,141.416016,1,"['possible_position_variation', 'suspected_baked_checkerboard']"
201,Kettlebell_Hang_Clean,pending,141.409912,1,"['possible_scale_variation', 'suspected_baked_checkerboard']"
202,See-Saw_Press_Alternating_Side_Press,pending,141.391602,3,"['near_duplicate_frames', 'possible_scale_variation', 'suspected_baked_checkerboard']"
203,Push_Press_-_Behind_the_Neck,pending,141.312256,5,"['possible_precropped_flat_boundary', 'possible_scale_variation', 'suspected_baked_checkerboard']"
204,Barbell_Walking_Lunge,pending,141.275635,5,"['possible_scale_variation', 'suspected_baked_checkerboard']"
205,Box_Squat_with_Bands,pending,141.257324,3,"['possible_scale_variation', 'suspected_baked_checkerboard']"
206,Weighted_Ball_Side_Bend,pending,141.257324,5,"['large_opaque_pale_region', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'suspected_baked_checkerboard']"
207,Palms-Up_Barbell_Wrist_Curl_Over_A_Bench,pending,141.135254,2,"['near_duplicate_frames', 'suspected_baked_checkerboard']"
208,Sledgehammer_Swings,pending,141.123047,4,"['possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy', 'suspected_baked_checkerboard']"
209,Side_Lying_Groin_Stretch,pending,141.098633,1,"['possible_position_variation', 'suspected_baked_checkerboard']"
210,Stomach_Vacuum,pending,141.098633,2,"['near_duplicate_frames', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
211,Cable_Rope_Overhead_Triceps_Extension,pending,141.062012,3,"['near_duplicate_frames', 'suspected_baked_checkerboard']"
212,Hack_Squat,pending,141.031494,4,"['possible_scale_variation', 'suspected_baked_checkerboard']"
213,Lying_Dumbbell_Tricep_Extension,pending,141.019287,4,"['possible_position_variation', 'suspected_baked_checkerboard']"
214,Reverse_Flyes,pending,141.00708,1,"['possible_scale_variation', 'suspected_baked_checkerboard']"
215,Double_Kettlebell_Alternating_Hang_Clean,pending,140.994873,4,"['possible_scale_variation', 'suspected_baked_checkerboard']"
216,Alternating_Hang_Clean,pending,140.98877,3,"['near_duplicate_frames', 'suspected_baked_checkerboard']"
217,Seated_Glute,pending,140.921631,1,"['near_duplicate_frames', 'suspected_baked_checkerboard']"
218,Knee_Circles,pending,140.872803,8,"['near_duplicate_frames', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
219,Seated_Band_Hamstring_Curl,pending,140.872803,2,"['near_duplicate_frames', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
220,Chair_Upper_Body_Stretch,pending,140.866699,6,"['possible_precropped_flat_boundary', 'possible_scale_variation', 'suspected_baked_checkerboard']"
221,Heavy_Bag_Thrust,pending,140.799561,6,"['possible_position_variation', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
222,Isometric_Neck_Exercise_-_Front_And_Back,pending,140.799561,1,"['near_duplicate_frames', 'suspected_baked_checkerboard']"
223,Squat_with_Plate_Movers,pending,140.78125,1,"['possible_scale_variation', 'suspected_baked_checkerboard']"
224,Conans_Wheel,pending,140.762939,5,"['possible_precropped_flat_boundary', 'possible_scale_variation', 'suspected_baked_checkerboard']"
225,Cable_Preacher_Curl,pending,140.756836,1,"['near_duplicate_frames', 'suspected_baked_checkerboard']"
226,Front_Barbell_Squat,pending,140.146484,7,"['possible_edge_clipping', 'possible_position_variation', 'possible_scale_variation', 'small_canvas_occupancy']"
227,Hanging_Pike,pending,140.0,1,"['near_duplicate_frames', 'possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation']"
228,Smith_Machine_Hip_Raise,pending,136.434326,8,"['possible_edge_clipping', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
229,Smith_Incline_Shoulder_Raise,pending,135.915527,8,"['possible_edge_clipping', 'suspected_baked_checkerboard']"
230,Hanging_Bar_Good_Morning,pending,135.897217,8,"['possible_edge_clipping', 'suspected_baked_checkerboard']"
231,JM_Press,pending,135.805664,4,"['possible_edge_clipping', 'suspected_baked_checkerboard']"
232,Ring_Dips,pending,135.0,8,"['possible_edge_clipping', 'possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation']"
233,Supine_One-Arm_Overhead_Throw,pending,126.959229,5,"['possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy']"
234,Barbell_Deadlift,pending,125.457764,8,"['possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy']"
235,Runners_Stretch,pending,125.177002,3,"['possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy']"
236,Dumbbell_Squat,pending,125.10376,2,"['possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy']"
237,The_Straddle,pending,125.079346,8,"['possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy']"
238,Dumbbell_Seated_Box_Jump,pending,125.073242,6,"['possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy']"
239,Bench_Jump,pending,125.061035,4,"['possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy']"
240,Kettlebell_Sumo_High_Pull,pending,125.054932,7,"['possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy']"
241,Barbell_Rear_Delt_Row,pending,125.0,8,"['possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy']"
242,Landmine_Linear_Jammer,pending,125.0,8,"['possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy']"
243,Rocket_Jump,pending,125.0,8,"['possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy']"
244,Romanian_Deadlift_from_Deficit,pending,125.0,8,"['near_duplicate_frames', 'possible_position_variation', 'possible_scale_variation', 'small_canvas_occupancy']"
245,Bent_Over_Two-Arm_Long_Bar_Row,pending,122.069092,2,"['near_duplicate_frames', 'suspected_baked_checkerboard']"
246,Concentration_Curls,pending,122.050781,6,"['possible_position_variation', 'suspected_baked_checkerboard']"
247,Box_Squat,pending,121.837158,6,"['possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
248,Lower_Back_Curl,pending,121.763916,8,"['possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
249,Supine_Chest_Throw,pending,121.721191,3,"['possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
250,Rickshaw_Carry,pending,121.690674,8,"['near_duplicate_frames', 'suspected_baked_checkerboard']"
251,Smith_Machine_Bench_Press,pending,121.647949,8,"['possible_scale_variation', 'suspected_baked_checkerboard']"
252,Side-Lying_Floor_Stretch,pending,121.501465,8,"['possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
253,Behind_The_Back_Cable_Wrist_Curl,pending,121.452637,8,"['near_duplicate_frames', 'suspected_baked_checkerboard']"
254,Hip_Lift_with_Band,pending,121.318359,3,"['possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
255,Incline_Cable_Chest_Press,pending,121.293945,6,"['possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
256,Barbell_Incline_Shoulder_Raise,pending,121.263428,8,"['possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
257,Standing_Barbell_Press_Behind_Neck,pending,121.220703,1,"['possible_scale_variation', 'suspected_baked_checkerboard']"
258,Straight-Arm_Dumbbell_Pullover,pending,121.202393,5,"['possible_scale_variation', 'suspected_baked_checkerboard']"
259,Power_Stairs,pending,121.147461,7,"['possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
260,Chair_Leg_Extended_Stretch,pending,121.12915,6,"['possible_position_variation', 'suspected_baked_checkerboard']"
261,Barbell_Seated_Calf_Raise,pending,121.116943,8,"['possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
262,Push-Ups_With_Feet_On_An_Exercise_Ball,pending,120.98877,1,"['possible_position_variation', 'suspected_baked_checkerboard']"
263,Around_The_Worlds,pending,120.970459,1,"['possible_scale_variation', 'suspected_baked_checkerboard']"
264,High_Cable_Curls,pending,120.964355,8,"['possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
265,Leg_Press,pending,120.952148,2,"['possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
266,One-Arm_Long_Bar_Row,pending,120.946045,1,"['near_duplicate_frames', 'suspected_baked_checkerboard']"
267,Calf_Stretch_Elbows_Against_Wall,pending,120.90332,2,"['near_duplicate_frames', 'suspected_baked_checkerboard']"
268,Lower_Back-SMR,pending,120.90332,8,"['possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
269,Barbell_Shoulder_Press,pending,120.872803,4,"['possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
270,Side_Leg_Raises,pending,120.872803,2,"['possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
271,Decline_Smith_Press,pending,120.866699,4,"['possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
272,Piriformis-SMR,pending,120.842285,6,"['possible_position_variation', 'suspected_baked_checkerboard']"
273,Standing_Military_Press,pending,120.842285,4,"['possible_precropped_flat_boundary', 'possible_scale_variation', 'suspected_baked_checkerboard']"
274,T-Bar_Row_with_Handle,pending,120.823975,2,"['near_duplicate_frames', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
275,Sled_Push,pending,120.811768,7,"['possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
276,Barbell_Shrug_Behind_The_Back,pending,120.787354,4,"['near_duplicate_frames', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
277,Seated_Cable_Rows,pending,120.769043,8,"['possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
278,Speed_Band_Overhead_Triceps,pending,120.750732,3,"['possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
279,Dumbbell_Lunges,pending,120.268555,0,"['near_duplicate_frames', 'possible_position_variation', 'possible_scale_variation']"
280,Jerk_Dip_Squat,pending,115.20752,8,"['near_duplicate_frames', 'possible_edge_clipping', 'possible_position_variation', 'possible_precropped_flat_boundary']"
281,Dumbbell_One-Arm_Triceps_Extension,pending,115.183105,1,"['near_duplicate_frames', 'possible_edge_clipping', 'possible_precropped_flat_boundary', 'possible_scale_variation']"
282,Hang_Clean,pending,105.292969,2,"['possible_position_variation', 'possible_scale_variation', 'small_canvas_occupancy']"
283,Dumbbell_Squat_To_A_Bench,pending,105.250244,1,"['possible_position_variation', 'possible_scale_variation', 'small_canvas_occupancy']"
284,Stiff-Legged_Barbell_Deadlift,pending,105.219727,5,"['possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy']"
285,Kneeling_Jump_Squat,pending,105.195312,6,"['possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy']"
286,Trap_Bar_Deadlift,pending,105.170898,2,"['possible_position_variation', 'possible_scale_variation', 'small_canvas_occupancy']"
287,Leg_Pull-In,pending,105.158691,3,"['possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy']"
288,Dumbbell_Rear_Lunge,pending,105.085449,2,"['possible_position_variation', 'possible_scale_variation', 'small_canvas_occupancy']"
289,Floor_Glute-Ham_Raise,pending,105.073242,3,"['possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy']"
290,Stiff-Legged_Dumbbell_Deadlift,pending,105.067139,6,"['possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy']"
291,Clean_and_Press,pending,105.061035,2,"['possible_position_variation', 'possible_scale_variation', 'small_canvas_occupancy']"
292,Groin_and_Back_Stretch,pending,105.048828,3,"['possible_position_variation', 'possible_scale_variation', 'small_canvas_occupancy']"
293,Overhead_Slam,pending,105.048828,3,"['possible_position_variation', 'possible_scale_variation', 'small_canvas_occupancy']"
294,Narrow_Stance_Squats,pending,105.0,4,"['possible_position_variation', 'possible_scale_variation', 'small_canvas_occupancy']"
295,One-Arm_Kettlebell_Snatch,pending,105.0,4,"['possible_position_variation', 'possible_scale_variation', 'small_canvas_occupancy']"
296,One-Arm_Kettlebell_Split_Snatch,pending,105.0,6,"['possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy']"
297,One-Arm_Medicine_Ball_Slam,pending,105.0,2,"['possible_position_variation', 'possible_scale_variation', 'small_canvas_occupancy']"
298,Return_Push_from_Stance,pending,105.0,8,"['near_duplicate_frames', 'possible_scale_variation', 'small_canvas_occupancy']"
299,Speed_Squats,pending,105.0,2,"['possible_position_variation', 'possible_scale_variation', 'small_canvas_occupancy']"
300,Weighted_Jump_Squat,pending,105.0,1,"['possible_position_variation', 'possible_scale_variation', 'small_canvas_occupancy']"
301,One_Arm_Pronated_Dumbbell_Triceps_Extension,pending,102.185059,2,['suspected_baked_checkerboard']
302,Seated_Front_Deltoid,pending,102.178955,4,['suspected_baked_checkerboard']
303,Side_Laterals_to_Front_Raise,pending,102.075195,4,"['possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
304,Seated_Side_Lateral_Raise,pending,101.837158,1,['suspected_baked_checkerboard']
305,One-Arm_Flat_Bench_Dumbbell_Flye,pending,101.818848,6,['suspected_baked_checkerboard']
306,Standing_Bradford_Press,pending,101.794434,4,"['large_opaque_pale_region', 'suspected_baked_checkerboard']"
307,Step-up_with_Knee_Raise,pending,101.763916,6,"['possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
308,Standing_Overhead_Barbell_Triceps_Extension,pending,101.751709,3,['suspected_baked_checkerboard']
309,Reverse_Flyes_With_External_Rotation,pending,101.702881,5,['suspected_baked_checkerboard']
310,Cable_Crunch,pending,101.672363,8,['suspected_baked_checkerboard']
311,Cable_Hip_Adduction,pending,101.489258,4,['suspected_baked_checkerboard']
312,Standing_Rope_Crunch,pending,101.464844,3,['suspected_baked_checkerboard']
313,Bent-Arm_Dumbbell_Pullover,pending,101.45874,4,"['possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
314,Lying_Leg_Curls,pending,101.312256,5,"['possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
315,Barbell_Incline_Bench_Press_-_Medium_Grip,pending,101.196289,5,['suspected_baked_checkerboard']
316,Close-Grip_Push-Up_off_of_a_Dumbbell,pending,101.123047,2,"['small_canvas_occupancy', 'suspected_baked_checkerboard']"
317,Incline_Cable_Flye,pending,101.104736,6,"['possible_edge_clipping', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
318,Shotgun_Row,pending,101.043701,2,['suspected_baked_checkerboard']
319,Neck-SMR,pending,101.025391,2,"['possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
320,Standing_One-Arm_Cable_Curl,pending,101.025391,7,"['possible_edge_clipping', 'suspected_baked_checkerboard']"
321,Decline_Reverse_Crunch,pending,100.994873,1,['suspected_baked_checkerboard']
322,Rack_Pulls,pending,100.952148,4,"['possible_precropped_flat_boundary', 'suspected_baked_checkerboard']"
323,V-Bar_Pulldown,pending,100.909424,1,['suspected_baked_checkerboard']
324,Walking_Treadmill,pending,100.909424,1,['suspected_baked_checkerboard']
325,Machine_Bicep_Curl,pending,100.891113,4,"['large_opaque_pale_region', 'suspected_baked_checkerboard']"
326,Dumbbell_Lying_One-Arm_Rear_Lateral_Raise,pending,100.88501,8,['suspected_baked_checkerboard']
327,Oblique_Crunches,pending,100.787354,1,['suspected_baked_checkerboard']
328,Snatch_Pull,pending,100.732422,2,"['possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation']"
329,Barbell_Lunge,pending,100.604248,4,"['possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation']"
330,Dead_Bug,pending,100.592041,1,"['possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation']"
331,Jackknife_Sit-Up,pending,100.561523,3,"['possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation']"
332,Exercise_Ball_Pull-In,pending,100.55542,7,"['possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation']"
333,Lying_Face_Down_Plate_Neck_Resistance,pending,100.408936,0,"['near_duplicate_frames', 'possible_position_variation', 'possible_scale_variation']"
334,Chest_Push_single_response,pending,100.292969,3,"['near_duplicate_frames', 'possible_position_variation', 'possible_precropped_flat_boundary']"
335,Snatch,pending,100.231934,5,"['possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation']"
336,Freehand_Jump_Squat,pending,100.22583,4,"['possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation']"
337,Log_Lift,pending,100.12207,5,"['possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation']"
338,Clock_Push-Up,pending,100.079346,2,"['possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation']"
339,Upward_Stretch,pending,100.067139,5,"['near_duplicate_frames', 'possible_precropped_flat_boundary', 'possible_scale_variation']"
340,Ball_Leg_Curl,pending,100.048828,2,"['possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation']"
341,Lateral_Bound,pending,100.0,3,"['possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation']"
342,Butt-Ups,pending,95.439453,7,"['near_duplicate_frames', 'possible_edge_clipping', 'possible_precropped_flat_boundary']"
343,Smith_Single-Leg_Split_Squat,pending,95.402832,2,"['possible_edge_clipping', 'possible_position_variation', 'possible_scale_variation']"
344,Cross_Over_-_With_Bands,pending,95.146484,8,"['near_duplicate_frames', 'possible_edge_clipping', 'possible_precropped_flat_boundary']"
345,Isometric_Wipers,pending,95.140381,1,"['near_duplicate_frames', 'possible_edge_clipping', 'possible_precropped_flat_boundary', 'possible_scale_variation']"
346,Dips_-_Chest_Version,pending,95.10376,6,"['possible_edge_clipping', 'possible_precropped_flat_boundary', 'possible_scale_variation']"
347,V-Bar_Pullup,pending,95.048828,5,"['near_duplicate_frames', 'possible_edge_clipping', 'possible_precropped_flat_boundary']"
348,Triceps_Pushdown,pending,95.0,6,"['near_duplicate_frames', 'possible_edge_clipping', 'possible_precropped_flat_boundary']"
349,Plyo_Kettlebell_Pushups,pending,85.567627,4,"['possible_position_variation', 'possible_scale_variation', 'small_canvas_occupancy']"
350,Tuck_Crunch,pending,85.500488,2,"['possible_position_variation', 'possible_scale_variation', 'small_canvas_occupancy']"
351,3_4_Sit-Up,pending,85.463867,4,"['possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy']"
352,Chair_Lower_Back_Stretch,pending,85.439453,8,"['possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy']"
353,Rope_Straight-Arm_Pulldown,pending,85.231934,8,"['near_duplicate_frames', 'possible_precropped_flat_boundary', 'small_canvas_occupancy']"
354,Rocky_Pull-Ups_Pulldowns,pending,85.22583,8,"['near_duplicate_frames', 'possible_position_variation', 'small_canvas_occupancy']"
355,Incline_Push-Up_Wide,pending,85.219727,8,"['near_duplicate_frames', 'possible_scale_variation', 'small_canvas_occupancy']"
356,Single-Leg_Leg_Extension,pending,85.213623,8,"['near_duplicate_frames', 'possible_precropped_flat_boundary', 'small_canvas_occupancy']"
357,Pyramid,pending,85.177002,8,"['possible_position_variation', 'possible_precropped_flat_boundary', 'small_canvas_occupancy']"
358,Intermediate_Groin_Stretch,pending,85.097656,8,"['near_duplicate_frames', 'possible_scale_variation', 'small_canvas_occupancy']"
359,Internal_Rotation_with_Band,pending,85.079346,8,"['near_duplicate_frames', 'possible_precropped_flat_boundary', 'small_canvas_occupancy']"
360,Single-Arm_Push-Up,pending,85.079346,8,"['near_duplicate_frames', 'possible_position_variation', 'small_canvas_occupancy']"
361,Sled_Overhead_Triceps_Extension,pending,85.067139,6,"['possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy']"
362,Dumbbell_Shoulder_Press,pending,85.054932,6,"['near_duplicate_frames', 'possible_scale_variation', 'small_canvas_occupancy']"
363,Quad_Stretch,pending,85.054932,5,"['possible_position_variation', 'possible_precropped_flat_boundary', 'small_canvas_occupancy']"
364,Quick_Leap,pending,85.054932,1,"['possible_position_variation', 'possible_scale_variation', 'small_canvas_occupancy']"
365,Car_Deadlift,pending,85.0,4,"['possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy']"
366,Dumbbell_Tricep_Extension_-Pronated_Grip,pending,85.0,5,"['possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy']"
367,Front_Raise_And_Pullover,pending,85.0,2,"['possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy']"
368,Incline_Push-Up_Depth_Jump,pending,85.0,8,"['near_duplicate_frames', 'possible_precropped_flat_boundary', 'small_canvas_occupancy']"
369,One-Arm_Kettlebell_Push_Press,pending,85.0,2,"['possible_position_variation', 'possible_scale_variation', 'small_canvas_occupancy']"
370,Push-Ups_-_Close_Triceps_Position,pending,85.0,3,"['possible_position_variation', 'possible_scale_variation', 'small_canvas_occupancy']"
371,Reverse_Band_Deadlift,pending,85.0,8,"['near_duplicate_frames', 'possible_position_variation', 'possible_precropped_flat_boundary', 'small_canvas_occupancy']"
372,Romanian_Deadlift,pending,85.0,8,"['possible_precropped_flat_boundary', 'possible_scale_variation', 'small_canvas_occupancy']"
373,Rope_Jumping,pending,85.0,8,"['near_duplicate_frames', 'possible_precropped_flat_boundary', 'small_canvas_occupancy']"
374,Single-Cone_Sprint_Drill,pending,85.0,8,"['near_duplicate_frames', 'possible_scale_variation', 'small_canvas_occupancy']"
375,Upper_Back-Leg_Grab,pending,85.0,6,"['possible_position_variation', 'possible_precropped_flat_boundary', 'small_canvas_occupancy']"
376,Spell_Caster,pending,84.962158,8,"['large_opaque_pale_region', 'possible_precropped_flat_boundary']"
377,Standing_Cable_Wood_Chop,pending,80.860596,0,"['possible_position_variation', 'possible_scale_variation']"
378,Power_Snatch,pending,80.775146,0,"['possible_position_variation', 'possible_scale_variation']"
379,Flat_Bench_Leg_Pull-In,pending,80.671387,0,"['possible_position_variation', 'possible_scale_variation']"
380,Inchworm,pending,80.488281,0,"['possible_position_variation', 'possible_scale_variation']"
381,Suspended_Fallout,pending,80.476074,5,"['possible_position_variation', 'possible_precropped_flat_boundary', 'possible_scale_variation']"
382,Frog_Hops,pending,80.445557,0,"['possible_position_variation', 'possible_scale_variation']"
383,Muscle_Snatch,pending,80.421143,0,"['possible_position_variation', 'possible_scale_variation']"
384,One-Arm_Open_Palm_Kettlebell_Clean,pending,80.408936,0,"['possible_position_variation', 'possible_scale_variation']"
